,Decile1stYear,Decile3rdYear,LSAT,UndergradGPA,FirstYearGPA,CumulativeGPA,WorkFullTime,FamilyIncome,Sex,Tier,Race,BarExam
12198,2,2,44.0,3.9,-0.88,-0.9,1,3,2.0,6,1,1
12199,9,9,35.5,3.9,1.08,1.23,1,3,1.0,3,1,1
12200,10,10,38.0,3.9,1.44,1.46,1,3,2.0,4,1,1
12201,4,6,35.0,3.9,-0.28,0.11,1,3,2.0,4,1,1
12202,7,5,44.0,3.9,0.54,-0.09,1,2,1.0,6,1,1
12203,4,6,30.0,3.9,-0.36,0.1,1,3,2.0,4,1,1
12204,8,7,38.0,3.9,0.66,0.37,1,4,1.0,4,1,1
12205,7,5,41.0,3.9,0.54,-0.2,1,4,2.0,4,1,1
12206,5,8,35.0,3.9,-0.16,0.71,1,3,1.0,4,1,1
12207,10,10,47.0,3.9,1.9,2.23,1,3,2.0,4,1,1
12208,8,7,37.0,3.9,0.7,0.5,1,4,2.0,3,1,1
12209,6,5,43.0,3.9,0.14,-0.18,1,3,2.0,5,2,1
12210,5,7,42.0,3.9,0.06,0.37,1,3,2.0,4,1,1
12211,8,7,39.0,3.9,0.59,0.46,1,2,2.0,3,1,1
12212,10,10,45.0,3.9,1.81,1.62,1,4,2.0,6,1,1
12213,7,6,42.0,3.9,0.5,0.25,1,4,2.0,3,1,1
12214,10,10,43.0,3.9,1.64,1.49,1,3,1.0,4,1,1
12215,3,3,39.0,3.9,-0.71,-0.83,1,4,1.0,4,1,1
12216,1,1,42.0,3.9,-1.3,-1.37,1,3,2.0,6,1,1
12217,4,3,37.0,3.9,-0.39,-0.85,1,3,2.0,5,1,1
12218,4,9,39.0,3.9,-0.39,0.89,1,4,1.0,5,1,1
12219,8,6,39.0,3.9,0.61,0.03,1,4,2.0,3,1,1
12220,10,10,48.0,3.9,1.92,1.31,1,4,1.0,5,1,1
12221,9,10,42.0,3.9,1.15,1.35,1,4,1.0,6,1,1
12222,8,4,29.0,3.9,0.64,-0.31,2,3,2.0,1,1,0
12223,7,8,30.0,3.9,0.5,0.63,1,3,1.0,3,2,1
12224,9,9,43.0,3.9,1.13,1.28,1,3,2.0,4,1,1
12225,10,10,47.0,3.9,1.94,1.32,1,4,1.0,5,1,1
12226,6,7,45.0,3.9,0.2,0.49,1,3,2.0,4,1,1
12227,10,10,43.0,3.9,2.11,2.24,1,3,2.0,2,1,1
12228,7,8,37.0,3.9,0.55,0.79,1,3,2.0,3,1,1
12229,1,2,46.0,3.9,-1.47,-0.97,1,4,1.0,5,1,1
12230,5,6,41.0,3.9,-0.15,0.16,1,2,2.0,6,1,1
12231,4,3,33.0,3.9,-0.31,-0.57,1,3,1.0,4,1,1
12232,8,6,45.0,3.9,0.78,0.08,1,4,2.0,6,2,1
12233,7,7,37.0,3.9,0.37,0.51,1,4,2.0,4,1,1
12234,4,4,27.0,3.9,-0.23,-0.36,1,3,2.0,3,1,1
12235,3,4,29.5,3.9,-0.6,-0.5,1,5,2.0,3,1,0
12236,2,2,46.0,3.9,-0.97,-1.22,1,4,1.0,6,2,1
12237,7,7,35.0,3.9,0.38,0.43,1,3,2.0,4,1,1
12238,4,5,28.0,3.9,-0.37,-0.28,1,3,2.0,3,2,1
12239,8,9,32.5,3.9,0.62,1.14,1,3,2.0,3,1,1
12240,9,9,35.0,3.9,1.13,0.92,1,4,2.0,4,1,1
12241,7,6,43.0,3.9,0.35,0.24,1,5,1.0,6,2,1
12242,3,3,35.0,3.9,-0.59,-0.6,1,4,2.0,4,1,1
12243,6,4,45.0,3.9,0.14,-0.5,1,3,1.0,5,1,1
12244,5,3,33.0,3.9,-0.13,-0.69,1,4,1.0,4,1,1
12245,9,8,42.0,3.9,0.88,0.7,1,4,2.0,5,1,1
12246,10,10,45.0,3.9,1.71,1.83,1,4,1.0,6,1,1
12247,9,9,47.0,3.9,1.17,1.03,1,4,1.0,5,1,1
12248,8,9,46.0,3.9,0.86,1.16,1,3,2.0,5,1,1
12249,5,6,41.0,3.9,-0.04,0.05,1,4,1.0,6,1,1
12250,7,4,26.0,3.9,0.31,-0.48,1,4,2.0,2,1,1
12251,10,10,44.0,3.9,1.74,2.22,1,4,2.0,3,1,1
12252,9,8,41.0,3.9,0.96,0.61,1,2,2.0,3,1,1
12253,7,8,42.0,3.9,0.56,0.87,1,2,2.0,4,1,1
12254,10,10,36.0,3.9,1.32,1.36,1,2,1.0,4,1,1
12255,8,7,35.0,3.9,0.93,0.34,1,3,1.0,6,1,1
12256,9,10,41.0,3.9,1.42,1.52,1,2,1.0,6,1,1
12257,10,10,37.0,3.9,1.7,1.85,1,4,2.0,5,2,1
12258,5,5,43.0,3.9,-0.03,0.02,1,3,2.0,6,1,1
12259,8,9,42.0,3.9,0.77,0.88,1,3,2.0,4,1,1
12260,6,7,38.0,3.9,0.19,0.37,1,4,2.0,4,1,1
12261,10,10,47.0,3.9,1.89,2.29,2,2,2.0,3,1,1
12262,4,7,45.0,3.9,-0.43,0.46,1,3,2.0,5,2,1
12263,1,4,37.0,3.9,-1.16,-0.31,1,3,2.0,3,1,1
12264,7,8,40.0,3.9,0.36,0.76,1,3,1.0,4,1,1
12265,4,3,43.0,3.9,-0.38,-0.71,1,4,2.0,5,1,1
12266,7,5,47.0,3.9,0.62,-0.1,1,4,1.0,6,1,1
12267,6,6,42.0,3.9,0.16,0.21,1,4,2.0,6,1,1
12268,3,3,31.0,3.9,-0.66,-0.57,1,2,1.0,4,1,1
12269,10,10,31.0,3.9,1.31,1.79,2,3,2.0,5,1,1
12270,9,9,42.0,3.9,1.07,0.91,1,4,1.0,6,1,1
12271,3,4,40.0,3.9,-0.54,-0.41,1,4,1.0,5,2,1
12272,6,5,47.0,3.9,0.22,-0.02,1,3,2.0,6,1,1
12273,10,10,36.0,3.9,1.99,1.81,1,4,2.0,3,1,1
12274,8,7,34.0,3.9,0.57,0.39,1,2,2.0,3,1,1
12275,4,5,34.0,3.9,-0.18,-0.18,1,4,2.0,3,2,1
12276,2,2,35.0,3.9,-0.9,-0.89,1,1,1.0,4,2,1
12277,10,10,37.0,3.9,1.93,1.61,1,2,2.0,5,1,1
12278,4,3,46.0,3.9,-0.44,-0.73,1,3,1.0,6,1,1
12279,8,7,41.0,3.9,0.75,0.41,1,3,1.0,3,1,1
12280,10,10,46.0,3.9,1.98,2.19,1,3,1.0,4,1,1
12281,6,5,38.0,3.9,0.15,-0.04,1,3,2.0,3,1,1
12282,8,6,34.0,3.9,0.84,0.28,1,3,2.0,4,1,1
12283,10,10,47.0,3.9,1.78,1.52,1,2,2.0,6,1,1
12284,10,9,44.0,3.9,1.32,1.09,1,3,1.0,4,1,1
12285,9,9,36.0,3.9,0.93,0.99,1,3,2.0,3,1,1
12286,7,8,42.0,3.9,0.39,0.73,1,3,1.0,4,1,1
12287,8,9,41.0,3.9,0.62,1.22,1,4,2.0,5,2,1
12288,4,4,44.0,3.9,-0.25,-0.31,1,4,2.0,5,1,1
12289,7,7,32.0,3.9,0.51,0.38,1,4,2.0,3,1,1
12290,8,9,32.0,3.9,0.77,1.1,1,2,2.0,3,2,1
12291,4,6,47.0,3.9,-0.27,0.19,1,4,2.0,5,1,1
12292,8,8,39.0,3.9,0.73,0.65,1,3,2.0,3,1,1
12293,9,9,48.0,3.9,1.18,0.98,1,4,1.0,5,1,1
12294,4,3,30.0,3.9,-0.28,-0.8,1,4,2.0,4,1,1
12295,7,8,38.0,3.9,0.43,0.62,1,4,2.0,3,1,1
12296,3,4,45.0,3.9,-0.61,-0.37,1,4,2.0,5,1,1
12297,9,10,33.0,3.9,1.06,1.39,1,4,2.0,3,1,1
12298,5,6,40.0,3.9,-0.01,0.06,1,4,1.0,4,1,1
12299,6,3,42.0,3.9,0.17,-0.53,1,3,2.0,5,1,1
12300,8,8,35.5,3.9,0.78,0.69,1,4,1.0,6,2,1
12301,5,6,36.0,3.9,-0.13,0.1,1,3,1.0,6,1,1
12302,9,9,36.0,3.9,1.22,0.97,1,3,2.0,3,1,1
12303,10,10,38.0,3.9,1.55,2.25,2,3,2.0,3,1,1
12304,1,1,45.0,3.9,-1.8,-1.74,1,2,1.0,5,2,1
12305,4,5,46.0,3.9,-0.22,-0.06,1,5,1.0,6,1,1
12306,6,4,41.0,3.9,0.12,-0.41,1,3,2.0,6,1,1
12307,10,10,43.0,3.9,1.6,1.66,1,2,1.0,5,1,1
12308,10,10,32.0,3.9,1.83,1.84,1,3,2.0,4,1,1
12309,6,4,31.0,3.9,0.14,-0.29,1,2,2.0,3,1,1
12310,10,10,43.0,3.9,1.36,1.29,1,2,2.0,4,1,1
12311,6,6,41.0,3.9,0.17,0.2,1,4,1.0,3,1,1
12312,6,6,37.0,3.9,0.17,0.28,1,3,2.0,4,1,1
12313,7,7,47.0,3.9,0.34,0.49,2,2,2.0,4,1,1
12314,2,2,44.0,3.9,-1.08,-1.03,1,3,1.0,6,1,1
12315,5,5,31.0,3.9,-0.05,-0.23,2,1,2.0,2,1,1
12316,9,9,36.5,3.9,1.0,0.98,1,4,2.0,5,1,1
12317,1,2,40.0,3.9,-1.5,-1.22,1,4,1.0,5,1,1
12318,4,3,36.0,3.9,-0.24,-0.6,2,3,1.0,5,1,1
12319,3,2,45.0,3.9,-0.5,-1.03,1,4,1.0,5,1,1
12320,2,5,42.0,3.9,-1.03,-0.16,1,3,2.0,5,1,1
12321,7,7,41.0,3.9,0.44,0.32,1,3,2.0,6,1,1
12322,1,1,31.0,3.9,-1.83,-1.6,1,4,1.0,4,1,1
12323,4,3,32.0,3.9,-0.28,-0.55,1,3,2.0,4,1,1
12324,2,5,30.0,3.9,-0.93,-0.02,1,2,2.0,3,1,1
12325,7,6,33.0,3.9,0.46,0.07,1,4,2.0,3,1,1
12326,4,7,39.0,3.9,-0.35,0.31,1,4,2.0,5,1,1
12327,5,4,31.0,3.9,-0.15,-0.39,1,3,2.0,5,1,1
12328,7,8,36.0,3.9,0.61,0.82,1,3,2.0,4,1,1
12329,9,9,34.7,3.9,1.11,1.25,1,4,2.0,4,1,1
12330,4,3,34.0,3.9,-0.29,-0.58,1,3,2.0,3,1,1
12331,5,5,40.0,3.9,-0.16,-0.13,1,5,2.0,5,1,1
12332,10,10,47.0,3.9,2.59,2.57,1,2,1.0,5,2,1
12333,9,9,44.0,3.9,1.04,0.9,1,4,2.0,3,1,1
12334,8,9,48.0,3.9,0.9,1.0,1,5,1.0,6,1,1
12335,5,6,29.0,3.9,-0.14,0.04,1,4,2.0,3,1,1
12336,9,10,37.0,3.9,0.95,1.96,1,3,2.0,3,1,1
12337,6,8,35.0,3.9,0.32,0.74,1,3,2.0,4,1,1
12338,5,7,36.0,3.9,0.08,0.46,1,4,2.0,4,1,1
12339,7,8,44.0,3.9,0.58,0.77,1,4,2.0,6,1,1
12340,3,2,39.0,3.9,-0.72,-0.93,1,4,1.0,5,1,1
12341,6,7,32.0,3.9,0.13,0.54,1,4,2.0,5,2,1
12342,8,9,45.0,3.9,0.84,0.89,1,4,1.0,6,1,1
12343,5,5,36.0,3.9,-0.02,-0.03,1,4,1.0,4,1,1
12344,3,6,30.0,3.9,-0.49,0.13,1,2,1.0,5,2,1
12345,1,1,37.0,3.9,-1.66,-1.5,1,3,1.0,4,1,1
12346,8,9,31.0,3.9,0.88,1.23,1,2,2.0,4,1,1
12347,8,9,41.0,3.9,0.8,1.15,1,3,1.0,5,1,1
12348,9,9,42.0,3.9,1.06,1.08,1,4,1.0,4,1,1
12349,5,8,40.0,3.9,-0.02,0.64,1,4,1.0,4,1,1
12350,2,2,42.0,3.9,-0.89,-1.15,1,3,1.0,4,1,1
12351,3,3,45.0,3.9,-0.47,-0.82,1,2,1.0,4,1,1
12352,2,5,43.0,3.9,-0.99,-0.22,1,2,2.0,2,1,1
12353,1,1,24.0,3.9,-1.32,-1.78,1,3,1.0,2,1,0
12354,4,5,43.0,3.9,-0.32,-0.18,1,4,1.0,4,1,1
12355,10,10,37.0,3.9,1.38,1.73,1,3,2.0,4,1,1
12356,9,10,34.0,3.9,1.22,1.58,1,3,2.0,4,1,1
12357,4,6,33.0,3.9,-0.3,-0.01,1,4,2.0,3,1,1
12358,10,10,38.5,3.9,1.62,1.37,1,3,1.0,3,1,1
12359,10,10,47.0,3.9,1.36,1.36,1,3,1.0,4,1,1
12360,8,8,38.0,3.9,0.65,0.78,1,3,1.0,6,1,1
12361,3,3,35.0,3.9,-0.62,-0.66,1,3,1.0,3,2,1
12362,3,3,31.0,3.9,-0.48,-0.72,1,3,2.0,4,1,1
12363,4,5,38.0,3.9,-0.35,0.01,1,4,2.0,5,1,1
12364,5,8,37.0,3.9,-0.1,0.81,1,3,1.0,5,1,1
12365,6,8,48.0,3.9,0.08,0.79,1,3,1.0,5,1,1
12366,6,5,43.0,3.9,0.08,-0.23,1,4,1.0,5,1,1
12367,4,2,34.0,3.9,-0.34,-0.95,1,3,1.0,2,2,0
12368,10,10,36.0,3.9,1.78,2.21,1,3,2.0,6,1,1
12369,9,10,39.0,3.9,1.21,1.53,1,4,1.0,3,1,1
12370,6,7,42.0,3.9,0.1,0.29,1,3,2.0,4,1,1
12371,7,8,31.0,3.9,0.55,0.66,1,3,1.0,3,1,1
12372,2,2,33.0,3.9,-0.91,-1.29,1,3,1.0,4,1,0
12373,7,7,36.0,3.9,0.42,0.48,1,3,1.0,6,1,1
12374,9,9,40.0,3.9,1.03,1.09,1,3,2.0,4,1,1
12375,10,10,38.0,3.9,1.63,1.79,1,4,1.0,4,1,1
12376,4,5,34.0,3.9,-0.23,-0.04,1,2,1.0,4,1,1
12377,3,2,33.0,3.9,-0.63,-1.25,1,2,2.0,4,1,1
12378,1,1,35.0,3.9,-1.38,-1.44,1,3,2.0,4,1,1
12379,8,8,41.0,3.9,0.68,0.63,1,3,1.0,4,1,1
12380,6,5,34.0,3.9,0.19,-0.03,1,3,2.0,4,1,1
12381,10,10,45.0,3.9,1.56,1.91,1,4,2.0,5,1,1
12382,5,9,40.0,3.9,-0.07,0.97,1,2,2.0,6,1,1
12383,9,9,32.0,3.9,0.94,1.31,1,2,1.0,2,1,1
12384,10,9,34.0,3.9,1.44,1.05,1,3,1.0,3,1,1
12385,6,6,43.0,3.9,0.2,0.23,1,4,2.0,5,1,1
12386,10,10,40.0,3.9,1.59,1.71,1,4,2.0,3,1,1
12387,7,6,35.0,3.9,0.5,0.2,1,3,2.0,3,1,1
12388,10,10,39.0,3.9,1.42,1.34,1,2,1.0,3,1,1
12389,6,7,41.0,3.9,0.27,0.54,1,3,1.0,6,2,1
12390,9,8,34.0,3.9,1.25,0.84,1,4,2.0,4,1,1
12391,10,10,46.0,3.9,1.73,1.58,1,3,1.0,5,1,1
12392,7,8,42.0,3.9,0.45,0.77,1,3,1.0,3,1,1
12393,9,10,42.0,3.9,1.09,1.37,1,5,2.0,3,1,1
12394,8,8,37.0,3.9,0.84,0.59,1,4,1.0,4,2,1
12395,4,4,47.0,3.9,-0.2,-0.43,1,4,2.0,4,1,1
12396,10,10,46.0,3.9,2.24,2.87,1,3,2.0,6,1,1
12397,10,10,38.0,3.9,1.52,1.52,1,4,1.0,6,1,1
12398,4,5,46.0,3.9,-0.42,-0.06,1,4,1.0,6,1,1
12399,10,10,45.0,3.9,1.58,1.86,1,4,2.0,5,1,1
12400,8,8,45.0,3.9,0.68,0.83,1,4,2.0,5,1,1
12401,10,10,46.0,3.9,2.18,2.08,1,3,1.0,3,1,1
12402,7,6,38.0,3.9,0.34,0.26,1,4,1.0,4,2,1
12403,6,5,37.0,3.9,0.25,0.02,1,3,2.0,6,2,1
12404,6,6,38.0,3.9,0.14,0.06,1,4,1.0,5,1,1
12405,7,8,42.0,3.9,0.52,0.79,1,1,1.0,4,1,1
12406,8,7,40.0,3.7,0.67,0.4,1,4,1.0,4,1,1
12407,10,9,48.0,3.7,1.94,0.98,1,4,2.0,5,1,1
12408,10,10,45.0,3.7,1.51,1.69,1,3,2.0,4,1,1
12409,10,10,30.0,3.7,1.66,1.52,1,3,2.0,4,1,1
12410,8,10,25.0,3.7,0.6,1.72,1,3,2.0,5,1,1
12411,7,7,41.0,3.7,0.44,0.53,1,3,2.0,4,1,1
12412,6,5,36.0,3.7,0.12,-0.13,1,4,2.0,2,1,1
12413,3,4,31.0,3.7,-0.54,-0.33,1,2,2.0,2,1,1
12414,1,1,44.0,3.7,-1.26,-1.42,1,3,1.0,4,1,1
12415,6,5,33.0,3.7,0.27,-0.14,1,3,2.0,4,1,1
12416,7,4,42.0,3.7,0.4,-0.37,1,3,1.0,4,1,1
12417,9,9,37.0,3.7,1.08,0.98,1,3,1.0,3,1,1
12418,8,8,40.0,3.7,0.8,0.64,1,4,1.0,4,1,1
12419,6,5,34.0,3.7,0.33,-0.01,1,4,2.0,4,1,1
12420,7,8,35.0,3.7,0.45,0.59,1,4,1.0,4,1,1
12421,6,7,35.5,3.7,0.15,0.32,1,4,2.0,5,1,1
12422,7,8,37.0,3.7,0.59,0.75,1,3,2.0,4,1,1
12423,5,7,40.0,3.7,-0.05,0.4,1,4,2.0,4,1,1
12424,7,9,44.0,3.7,0.55,1.02,1,4,2.0,5,1,1
12425,6,7,35.0,3.7,0.17,0.54,1,5,1.0,6,1,1
12426,8,9,41.0,3.7,0.9,1.1,1,4,1.0,6,1,1
12427,4,6,42.0,3.7,-0.35,0.11,1,4,1.0,6,1,1
12428,9,9,42.0,3.7,1.1,0.93,1,3,1.0,6,1,1
12429,9,9,32.0,3.7,1.06,0.95,2,2,2.0,4,1,1
12430,8,8,38.0,3.7,0.81,0.71,1,3,2.0,3,1,1
12431,2,3,40.0,3.7,-0.75,-0.73,1,3,2.0,3,1,1
12432,9,8,24.5,3.7,0.96,0.56,1,1,2.0,3,1,1
12433,9,9,38.0,3.7,1.23,1.31,1,3,2.0,3,1,1
12434,5,5,41.0,3.7,-0.14,-0.02,1,4,2.0,4,2,1
12435,2,2,37.5,3.7,-0.85,-1.22,1,2,2.0,5,1,1
12436,1,2,47.0,3.7,-1.47,-1.3,1,5,1.0,6,1,1
12437,7,8,38.0,3.7,0.33,0.64,2,4,2.0,4,1,1
12438,4,4,38.0,3.7,-0.28,-0.34,1,4,2.0,4,1,1
12439,7,7,27.0,3.7,0.41,0.47,1,4,2.0,3,1,1
12440,6,8,35.0,3.7,0.29,0.68,1,3,2.0,4,1,1
12441,10,10,36.0,3.7,2.11,2.47,1,3,2.0,4,1,1
12442,7,3,41.0,3.7,0.49,-0.57,1,3,2.0,5,2,1
12443,9,9,32.5,3.7,1.1,1.1,1,4,2.0,4,1,1
12444,9,8,42.0,3.7,1.2,0.73,1,5,1.0,4,1,1
12445,4,4,39.0,3.7,-0.29,-0.49,1,4,1.0,4,1,1
12446,9,10,33.0,3.7,1.26,1.33,2,4,1.0,5,1,1
12447,10,10,37.0,3.7,1.34,1.37,1,3,1.0,4,1,1
12448,6,5,34.0,3.7,0.09,-0.14,1,4,1.0,2,1,1
12449,6,6,41.0,3.7,0.25,0.17,1,4,1.0,4,1,1
12450,6,7,46.0,3.7,0.2,0.5,1,2,2.0,5,1,1
12451,5,7,22.0,3.7,0.12,0.28,1,2,1.0,1,2,1
12452,1,1,28.0,3.7,-1.8,-1.59,1,3,2.0,4,2,1
12453,10,10,30.0,3.7,1.67,1.55,1,4,1.0,2,1,1
12454,4,4,35.0,3.7,-0.37,-0.27,1,3,1.0,4,1,1
12455,9,9,45.0,3.7,1.28,1.14,1,3,2.0,3,1,1
12456,5,1,36.0,3.7,-0.17,-1.5,1,3,1.0,2,1,1
12457,7,7,33.0,3.7,0.45,0.49,1,3,2.0,2,1,1
12458,4,5,46.0,3.7,-0.32,-0.1,1,5,1.0,5,1,1
12459,3,4,37.0,3.7,-0.63,-0.43,1,3,1.0,4,1,1
12460,10,10,44.0,3.7,2.12,2.43,1,4,1.0,3,1,1
12461,8,8,33.0,3.7,0.8,0.87,1,4,2.0,4,1,1
12462,4,4,40.0,3.7,-0.43,-0.29,1,3,2.0,5,1,1
12463,5,6,38.0,3.7,-0.02,0.14,1,4,2.0,3,1,1
12464,4,3,31.0,3.7,-0.37,-0.63,1,4,1.0,4,1,1
12465,10,10,39.0,3.7,1.4,1.85,1,1,1.0,2,1,1
12466,8,8,47.0,3.7,0.81,0.56,1,4,1.0,5,1,1
12467,10,10,44.0,3.7,2.05,2.44,1,4,2.0,3,1,1
12468,8,7,30.5,3.7,0.64,0.27,1,3,2.0,3,1,1
12469,6,7,39.0,3.7,0.15,0.48,1,3,1.0,6,1,1
12470,6,6,42.0,3.7,0.32,0.03,1,4,2.0,6,1,1
12471,6,8,42.0,3.7,0.3,0.85,1,3,1.0,4,1,1
12472,9,10,48.0,3.7,1.11,1.45,1,4,2.0,4,1,1
12473,10,10,43.0,3.7,2.5,2.38,1,3,1.0,4,1,1
12474,2,2,33.5,3.7,-1.07,-0.96,1,3,2.0,3,1,1
12475,7,6,37.0,3.7,0.41,0.1,1,3,2.0,5,1,1
12476,9,10,38.0,3.7,1.21,1.68,1,4,2.0,3,1,1
12477,4,6,46.0,3.7,-0.25,0.21,1,4,1.0,5,1,1
12478,10,7,40.0,3.7,1.44,0.43,2,4,2.0,4,1,1
12479,4,3,34.0,3.7,-0.24,-0.81,1,3,2.0,4,1,1
12480,10,10,41.0,3.7,1.54,1.69,1,3,1.0,4,1,1
12481,7,7,33.0,3.7,0.5,0.42,1,3,1.0,3,1,1
12482,1,1,40.0,3.7,-1.59,-2.01,1,3,1.0,4,2,1
12483,8,9,34.0,3.7,0.79,0.98,2,2,2.0,3,1,1
12484,9,9,42.0,3.7,1.29,1.01,1,3,2.0,4,1,1
12485,5,5,40.0,3.7,-0.07,-0.14,1,4,2.0,6,2,1
12486,1,2,43.0,3.7,-1.26,-1.16,1,5,2.0,3,1,0
12487,1,1,40.0,3.7,-1.78,-1.54,1,3,2.0,4,1,1
12488,4,4,43.0,3.7,-0.26,-0.4,1,4,1.0,5,1,1
12489,3,4,38.0,3.7,-0.54,-0.34,1,5,2.0,5,1,1
12490,6,9,38.0,3.7,0.24,0.89,1,4,1.0,2,1,1
12491,5,7,36.0,3.7,-0.06,0.32,1,5,1.0,5,1,1
12492,3,5,34.0,3.7,-0.63,-0.22,2,2,2.0,3,1,1
12493,10,9,29.0,3.7,1.33,0.92,1,4,2.0,5,1,1
12494,3,2,43.0,3.7,-0.73,-0.91,1,4,1.0,4,1,1
12495,1,2,47.0,3.7,-1.3,-1.0,1,5,1.0,6,1,1
12496,1,1,40.0,3.7,-1.96,-1.43,1,4,1.0,5,1,1
12497,4,3,41.0,3.7,-0.29,-0.64,1,5,1.0,5,1,1
12498,4,5,37.0,3.7,-0.18,-0.2,1,2,1.0,4,1,1
12499,3,3,44.0,3.7,-0.66,-0.53,1,4,1.0,5,1,1
12500,6,5,44.0,3.7,0.08,0.01,1,4,1.0,5,1,1
12501,7,7,42.0,3.7,0.61,0.28,1,2,1.0,6,1,1
12502,7,6,42.0,3.7,0.51,0.06,1,4,2.0,6,1,1
12503,5,6,44.0,3.7,-0.03,0.17,1,5,1.0,5,1,1
12504,9,9,39.0,3.7,0.96,1.09,1,3,1.0,6,1,1
12505,8,8,35.0,3.7,0.76,0.69,1,4,2.0,5,1,1
12506,5,5,37.5,3.7,0.05,-0.06,1,4,1.0,5,1,1
12507,6,6,39.0,3.7,0.09,0.09,1,3,2.0,6,1,1
12508,3,4,30.0,3.7,-0.64,-0.51,1,3,2.0,5,1,1
12509,3,2,38.0,3.7,-0.51,-0.92,1,2,1.0,4,2,1
12510,10,10,47.0,3.7,2.23,2.09,1,3,2.0,4,1,1
12511,6,8,38.0,3.7,0.29,0.58,1,4,1.0,3,1,1
12512,7,5,45.0,3.7,0.55,-0.23,1,3,1.0,5,1,1
12513,8,9,37.0,3.7,0.69,1.09,1,3,1.0,4,1,1
12514,3,4,45.0,3.7,-0.47,-0.34,1,4,1.0,5,1,1
12515,7,7,39.0,3.7,0.5,0.35,1,3,2.0,3,1,1
12516,3,4,33.0,3.7,-0.52,-0.33,1,2,1.0,2,1,1
12517,5,6,37.0,3.7,-0.05,0.07,1,3,1.0,2,1,1
12518,2,2,30.0,3.7,-0.93,-1.1,1,2,2.0,4,1,1
12519,6,8,38.0,3.7,0.27,0.62,1,3,2.0,5,2,1
12520,2,2,40.0,3.7,-0.78,-1.03,1,3,1.0,4,1,1
12521,3,5,39.0,3.7,-0.53,-0.16,1,4,2.0,5,1,1
12522,1,2,39.0,3.7,-1.45,-1.09,1,3,2.0,3,1,1
12523,6,9,40.0,3.7,0.09,0.89,1,3,1.0,5,1,1
12524,4,4,41.0,3.7,-0.29,-0.46,1,5,1.0,5,1,1
12525,5,1,36.0,3.7,-0.03,-1.51,1,4,1.0,5,1,1
12526,7,5,40.5,3.7,0.4,-0.2,1,3,1.0,5,1,1
12527,2,2,42.0,3.7,-1.06,-0.91,1,4,1.0,4,1,1
12528,10,9,34.0,3.7,1.55,1.15,1,3,1.0,3,1,1
12529,5,5,34.0,3.7,0.01,-0.06,1,4,1.0,4,1,1
12530,4,3,46.0,3.7,-0.39,-0.85,1,2,1.0,5,1,1
12531,3,4,41.0,3.7,-0.44,-0.43,1,3,1.0,4,1,1
12532,4,6,43.0,3.7,-0.25,0.1,1,5,2.0,5,1,1
12533,10,10,37.0,3.7,2.53,2.43,1,4,2.0,2,1,1
12534,2,2,37.0,3.7,-0.91,-1.11,2,3,2.0,3,1,1
12535,6,6,41.0,3.7,0.27,0.16,1,4,1.0,5,2,1
12536,8,7,33.0,3.7,0.62,0.3,1,3,2.0,4,1,1
12537,7,6,35.0,3.7,0.44,0.07,1,3,2.0,3,1,1
12538,5,6,42.0,3.7,-0.05,0.24,1,3,2.0,6,1,1
12539,9,10,38.0,3.7,1.28,1.97,2,4,2.0,3,1,1
12540,3,6,38.0,3.7,-0.64,0.0,2,3,2.0,2,1,1
12541,8,7,39.0,3.7,0.8,0.51,1,4,2.0,5,1,1
12542,10,10,39.0,3.7,1.37,1.34,1,4,1.0,5,1,1
12543,9,10,34.0,3.7,1.29,1.41,1,2,2.0,4,1,1
12544,8,10,38.0,3.7,0.88,1.56,1,3,1.0,4,1,1
12545,7,6,42.0,3.7,0.34,0.14,1,4,2.0,4,1,1
12546,8,9,35.0,3.7,0.57,1.14,2,3,2.0,3,1,1
12547,8,10,37.0,3.7,0.76,1.59,1,1,1.0,4,1,1
12548,4,4,35.5,3.7,-0.4,-0.36,1,2,1.0,5,1,1
12549,5,9,46.0,3.7,0.08,0.94,1,5,2.0,6,1,1
12550,3,5,45.0,3.7,-0.79,-0.03,1,3,1.0,6,1,1
12551,6,8,39.0,3.7,0.26,0.59,2,4,2.0,3,1,1
12552,3,4,35.0,3.7,-0.49,-0.39,1,4,2.0,3,1,1
12553,4,4,32.0,3.7,-0.39,-0.44,1,3,1.0,4,1,1
12554,3,6,28.5,3.7,-0.48,-0.02,1,4,2.0,2,1,1
12555,8,7,42.0,3.7,0.78,0.3,1,4,2.0,4,1,1
12556,3,4,28.0,3.7,-0.58,-0.54,2,4,2.0,3,1,1
12557,8,9,42.0,3.7,0.74,0.92,1,4,1.0,4,1,1
12558,7,8,46.0,3.7,0.41,0.59,1,4,1.0,5,1,1
12559,4,6,40.0,3.7,-0.25,0.09,1,3,1.0,6,1,1
12560,9,6,47.0,3.7,1.07,0.24,1,4,1.0,5,1,1
12561,5,2,45.0,3.7,-0.07,-1.17,1,4,1.0,4,1,1
12562,6,6,40.0,3.7,0.09,0.25,1,4,2.0,5,1,1
12563,6,5,38.0,3.7,0.1,-0.1,1,4,2.0,4,1,1
12564,4,7,41.0,3.7,-0.31,0.42,1,4,1.0,6,1,1
12565,3,1,41.0,3.7,-0.81,-1.48,1,2,2.0,6,1,0
