,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
12216,0,0,0,2.0,4,10010,440,0,0,6,9850,400,2,5,1
12217,1,0,0,2.0,3,1410,60,0,3,2,1390,60,1,1,0
12218,0,0,1,2.0,4,320,310,1,2,4,0,0,3,4,1
12219,1,1,1,3.0,2,980,90,0,0,0,810,70,2,9,1
12220,0,0,1,2.0,3,80,2160,3,6,0,40,30,1,1,0
12221,1,0,1,2.0,3,460,50,0,0,0,370,40,1,1,0
12222,1,0,0,2.0,3,2430,150,0,0,0,2430,0,2,19,1
12223,0,0,1,2.0,3,2270,160,0,0,0,2210,160,2,7,1
12224,0,0,1,3.0,2,870,70,0,0,6,860,50,2,13,1
12225,1,1,0,2.0,4,910,230,0,0,6,910,60,1,1,0
12226,0,1,0,3.0,2,560,50,0,0,5,480,40,2,12,1
12227,1,0,1,3.0,3,630,620,1,2,0,80,60,1,1,0
12228,1,0,1,3.0,4,980,980,4,6,0,20,530,2,2,1
12229,1,0,0,2.0,4,2380,180,0,6,0,2380,0,2,4,1
12230,1,0,1,2.0,2,110,110,3,6,0,70,90,1,1,0
12231,1,1,0,2.0,4,80,310,3,6,0,70,110,2,3,1
12232,1,0,1,3.0,4,2860,2860,2,5,0,50,2860,1,1,0
12233,0,0,1,3.0,3,800,60,0,6,0,800,60,1,1,0
12234,0,0,0,2.0,3,680,610,2,2,0,400,610,1,1,0
12235,1,0,0,2.0,3,2600,2110,1,0,0,2460,60,1,1,0
12236,1,1,0,1.0,2,310,40,0,0,5,280,40,1,1,0
12237,0,0,0,2.0,4,4460,400,0,0,6,4050,0,2,13,1
12238,1,0,1,2.0,4,820,150,1,6,0,690,150,1,1,0
12239,0,1,1,2.0,3,2000,610,0,0,1,1170,60,3,7,1
12240,1,0,1,2.0,4,1110,1110,2,6,0,140,120,1,1,0
12241,1,1,1,3.0,4,1280,1280,3,6,0,440,470,1,1,0
12242,1,1,0,3.0,4,180,0,0,6,0,180,0,1,1,0
12243,1,0,0,2.0,3,110,80,1,6,0,110,0,1,1,0
12244,1,1,1,1.0,2,430,30,1,4,0,410,30,1,1,0
12245,1,0,1,2.0,3,50,50,1,6,0,40,20,1,1,0
12246,1,0,1,2.0,4,7450,7020,1,1,0,0,7020,1,1,0
12247,0,1,0,2.0,3,360,60,0,6,0,320,60,2,12,1
12248,1,1,0,2.0,3,120,120,1,6,0,40,40,1,1,0
12249,1,1,1,3.0,2,1420,1420,2,1,1,0,1420,2,3,1
12250,1,0,0,2.0,4,1840,140,0,0,0,1260,140,1,1,0
12251,1,0,1,3.0,4,1770,1780,5,6,0,120,310,1,1,0
12252,1,1,0,2.0,4,340,340,2,6,0,0,340,2,2,1
12253,1,0,0,2.0,3,2380,140,0,2,0,2320,140,1,1,0
12254,1,0,1,2.0,3,3190,180,0,0,3,3140,0,2,10,1
12255,1,1,0,2.0,2,1080,250,2,6,0,1080,30,1,1,0
12256,1,0,0,2.0,3,250,150,2,6,0,250,30,1,1,0
12257,1,0,0,1.0,3,760,60,0,0,1,610,50,1,1,0
12258,1,0,0,2.0,3,350,120,2,6,0,350,40,1,1,0
12259,1,0,1,2.0,4,300,300,4,6,0,40,160,1,1,0
12260,1,1,0,3.0,3,200,30,1,6,0,200,0,1,1,0
12261,0,1,0,1.0,3,50,0,0,6,0,50,0,2,21,1
12262,1,0,1,3.0,4,640,90,0,6,0,480,50,1,1,0
12263,1,1,0,1.0,3,50,0,0,6,0,50,0,2,21,1
12264,1,1,1,2.0,4,80,20,0,6,0,80,20,1,1,0
12265,1,0,0,2.0,4,2400,2400,2,2,0,10,100,1,1,0
12266,0,0,0,2.0,4,230,280,4,6,0,230,100,1,1,0
12267,1,1,1,3.0,4,770,150,0,0,0,340,150,1,1,0
12268,1,1,0,1.0,4,620,60,0,0,6,560,60,1,1,0
12269,1,0,0,2.0,4,160,100,2,6,0,160,100,1,1,0
12270,1,1,0,1.0,2,520,60,0,0,0,480,60,1,1,0
12271,1,1,1,3.0,2,1140,150,0,3,0,1000,150,1,1,0
12272,1,1,0,2.0,4,11810,920,0,0,3,11080,470,1,1,0
12273,1,1,0,3.0,2,70,30,1,6,0,70,20,1,1,0
12274,1,1,1,2.0,3,870,460,1,6,0,430,460,1,1,0
12275,0,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
12276,1,0,1,2.0,3,790,150,0,6,0,790,40,1,1,0
12277,1,1,1,3.0,3,140,100,0,6,0,140,100,1,1,0
12278,1,0,0,2.0,3,2910,160,0,0,6,2910,120,2,3,1
12279,1,1,0,2.0,4,520,60,0,0,0,400,60,2,3,1
12280,1,0,1,2.0,2,610,220,1,6,0,610,0,1,1,0
12281,0,0,0,1.0,4,1080,90,0,0,3,910,90,2,5,1
12282,0,1,0,2.0,3,310,140,1,6,0,0,0,2,2,1
12283,1,1,0,2.0,4,40,50,2,6,0,20,0,1,1,0
12284,0,0,0,1.0,3,1610,60,0,0,2,1590,60,2,6,1
12285,1,1,0,3.0,4,1900,200,0,5,0,1900,200,1,1,0
12286,1,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
12287,0,0,1,2.0,2,0,0,0,6,0,0,0,1,1,0
12288,1,1,0,1.0,4,930,90,0,0,6,920,90,1,1,0
12289,1,0,1,2.0,4,80,0,0,6,0,80,0,1,1,0
12290,1,1,0,3.0,3,3800,160,1,3,0,3800,160,1,1,0
12291,1,0,1,2.0,2,410,90,0,4,0,410,40,1,1,0
12292,1,0,1,2.0,2,30,30,2,6,0,0,0,2,2,1
12293,1,1,1,2.0,2,7020,240,0,0,4,5210,240,2,3,1
12294,1,1,1,3.0,4,2610,650,1,4,0,2340,650,2,3,1
12295,1,0,0,2.0,4,800,730,3,5,0,290,0,1,1,0
12296,0,1,1,3.0,2,580,0,0,6,0,580,0,2,6,1
12297,1,0,1,3.0,3,110,110,2,6,0,110,100,1,1,0
12298,1,0,0,1.0,3,900,610,1,0,2,310,160,2,3,1
12299,1,1,0,1.0,3,2180,90,0,0,3,2180,0,2,5,1
12300,1,0,1,2.0,3,4300,150,0,0,0,3870,140,1,1,0
12301,1,0,0,2.0,4,360,60,0,6,0,220,50,2,6,1
12302,1,1,0,2.0,4,4150,370,0,0,6,3890,370,3,5,1
12303,1,1,0,2.0,4,5320,670,0,0,2,5320,670,1,1,0
12304,1,1,0,2.0,4,460,460,2,6,0,160,220,1,1,0
12305,1,1,1,2.0,4,6140,4440,1,0,1,3810,4440,1,1,0
12306,1,0,0,2.0,4,390,220,1,6,0,390,60,1,1,0
12307,1,0,0,3.0,3,10310,610,0,0,0,9340,460,1,1,0
12308,1,0,1,2.0,4,490,350,2,6,0,490,330,1,1,0
12309,1,1,0,2.0,2,510,50,0,0,3,420,40,1,1,0
12310,1,0,1,2.0,3,1850,70,0,0,3,1850,70,1,1,0
12311,1,0,0,2.0,3,3300,2060,0,0,3,2840,140,1,1,0
12312,0,0,0,2.0,2,1520,210,0,0,0,1270,120,2,11,1
12313,1,1,0,2.0,4,710,710,1,5,0,10,10,1,1,0
12314,1,0,0,2.0,4,100,220,3,6,0,70,100,1,1,0
12315,1,1,1,1.0,3,1520,60,0,0,0,1500,60,1,1,0
12316,1,0,0,1.0,3,600,50,0,0,6,490,50,2,3,1
12317,1,0,1,3.0,2,4330,240,0,0,0,4330,210,1,1,0
12318,1,0,1,3.0,2,120,120,1,6,0,50,40,1,1,0
12319,1,1,1,2.0,4,50,50,2,6,0,30,10,3,9,1
12320,0,0,1,3.0,4,350,1530,2,6,0,80,200,1,1,0
12321,0,0,1,2.0,3,340,40,0,4,0,240,40,1,1,0
12322,1,0,1,2.0,3,950,210,0,0,6,920,60,2,5,1
12323,1,0,1,2.0,2,130,40,0,5,0,90,40,1,1,0
12324,0,1,1,2.0,3,1300,120,0,0,6,1300,70,2,5,1
12325,0,1,0,2.0,4,80,60,1,6,0,80,0,2,5,1
12326,1,0,0,2.0,4,200,200,2,6,0,110,30,2,9,1
12327,0,1,0,2.0,4,5330,460,0,0,2,4780,310,2,7,1
12328,1,1,1,3.0,2,1390,70,0,4,1,1390,50,1,1,0
12329,1,0,0,2.0,4,5750,610,0,0,6,5750,200,1,1,0
12330,1,0,1,2.0,3,1030,60,0,0,0,920,60,2,12,1
12331,1,1,0,2.0,4,800,810,3,6,0,0,700,2,2,1
12332,1,1,0,2.0,4,1930,150,0,6,0,1800,150,2,9,1
12333,0,0,1,3.0,4,400,400,2,6,0,290,0,2,2,1
12334,1,1,1,3.0,3,5140,150,0,0,0,5140,150,1,1,0
12335,1,0,1,2.0,3,1490,150,0,0,0,1240,150,1,1,0
12336,1,0,1,2.0,4,80,80,2,6,0,60,80,1,1,0
12337,1,0,1,1.0,3,1730,150,0,0,0,1480,90,2,7,1
12338,0,0,1,3.0,4,210,200,2,6,0,100,0,2,6,1
12339,1,0,1,2.0,3,310,50,0,2,0,260,50,1,1,0
12340,1,0,1,2.0,3,1330,90,0,0,1,1330,90,1,1,0
12341,1,0,0,1.0,3,1260,250,1,3,0,1260,60,2,3,1
12342,1,0,1,2.0,4,380,380,3,6,0,0,10,2,2,1
12343,1,0,1,3.0,4,50,50,1,6,0,40,50,1,1,0
12344,1,0,0,2.0,3,2720,150,0,0,3,2720,120,1,1,0
12345,0,1,0,2.0,3,880,150,0,2,3,840,90,1,1,0
12346,0,0,0,3.0,2,1530,130,0,0,2,1450,130,2,3,1
12347,1,0,0,2.0,3,0,0,0,6,0,0,0,1,1,0
12348,0,1,0,2.0,4,3430,150,0,2,0,3430,150,2,3,1
12349,0,0,0,2.0,3,3110,170,0,0,6,2970,90,2,16,1
12350,0,1,0,2.0,4,6040,340,0,0,6,6020,260,2,3,1
12351,1,0,0,3.0,3,1300,150,0,6,0,1190,150,1,1,0
12352,1,0,1,3.0,3,900,140,0,0,1,350,140,2,9,1
12353,1,1,0,3.0,4,3860,180,0,4,0,3780,180,1,1,0
12354,1,1,0,1.0,3,160,30,0,1,0,130,30,2,8,1
12355,0,1,0,3.0,2,10500,350,0,0,4,10500,340,1,1,0
12356,0,0,1,3.0,3,340,160,1,6,0,30,140,1,1,0
12357,1,0,1,3.0,3,0,0,0,6,0,0,0,1,1,0
12358,1,0,1,2.0,4,440,40,0,6,0,410,40,1,1,0
12359,1,0,0,2.0,4,1010,1010,3,6,0,130,310,1,1,0
12360,1,0,0,1.0,4,2970,2970,1,1,0,410,2970,1,1,0
12361,1,0,0,3.0,3,180,180,2,4,0,160,90,1,1,0
12362,1,0,1,2.0,3,1410,320,0,0,2,1410,120,2,9,1
12363,1,0,1,2.0,3,90,90,2,6,0,70,10,1,1,0
12364,1,0,1,2.0,3,4280,180,0,0,0,4280,180,1,1,0
12365,1,1,0,2.0,3,320,60,0,0,0,210,50,2,7,1
12366,0,0,1,1.0,2,250,250,2,6,0,200,50,1,1,0
12367,1,1,0,1.0,4,1560,80,0,0,2,1560,80,2,3,1
12368,1,0,1,3.0,3,810,90,0,6,0,550,50,1,1,0
12369,0,0,1,3.0,2,20,10,0,6,0,20,0,1,1,0
12370,1,1,0,2.0,4,3340,160,0,0,2,3340,160,1,1,0
12371,0,1,1,2.0,4,9890,2440,0,0,6,9890,0,2,5,1
12372,1,0,0,2.0,3,720,1010,1,6,0,580,50,1,1,0
12373,1,0,0,2.0,2,2380,110,0,0,6,2360,110,1,1,0
12374,1,1,1,2.0,3,420,40,0,0,0,360,40,1,1,0
12375,1,1,1,3.0,3,140,60,0,6,0,140,60,1,1,0
12376,1,1,0,2.0,3,1710,760,1,0,0,620,760,2,9,1
12377,1,1,0,2.0,4,580,580,2,6,0,220,0,2,4,1
12378,1,1,0,2.0,3,150,150,2,6,0,70,10,1,1,0
12379,1,1,0,2.0,4,0,10,1,6,0,0,0,2,2,1
12380,0,1,0,3.0,4,140,150,3,6,0,40,0,2,5,1
12381,1,0,0,2.0,4,550,330,2,6,0,550,300,1,1,0
12382,0,1,1,3.0,4,2180,90,0,0,6,2180,90,1,1,0
12383,0,0,0,2.0,3,270,160,2,6,0,20,20,1,1,0
12384,1,0,1,1.0,3,1500,60,0,0,2,1500,50,1,1,0
12385,0,0,0,2.0,4,4590,180,0,0,6,4590,170,1,1,0
12386,0,0,1,1.0,3,10,10,1,6,0,0,0,2,2,1
12387,1,0,0,1.0,4,620,60,0,0,6,510,50,1,1,0
12388,1,0,1,2.0,1,2630,120,0,0,4,2600,120,1,1,0
12389,1,1,1,2.0,4,5470,610,0,0,5,5470,150,1,1,0
12390,1,0,0,2.0,2,100,140,3,6,0,50,140,1,1,0
12391,1,0,0,3.0,3,7300,1000,0,0,3,3660,140,1,1,0
12392,0,0,1,2.0,2,70,70,3,6,0,10,70,1,1,0
12393,1,0,0,2.0,4,340,80,1,6,0,340,30,1,1,0
12394,0,1,0,2.0,3,1400,60,0,6,0,1250,60,1,1,0
12395,1,1,1,1.0,2,2420,80,0,4,0,2420,80,1,1,0
12396,1,1,0,2.0,3,230,70,0,6,0,150,60,1,1,0
12397,1,1,1,2.0,3,3570,3560,2,0,0,3570,1840,1,1,0
12398,0,0,0,3.0,4,0,0,0,6,0,0,0,2,2,1
12399,1,1,1,3.0,3,4030,160,0,0,2,3990,160,1,1,0
12400,1,0,0,2.0,4,30,30,0,6,0,30,30,1,1,0
12401,1,0,0,2.0,3,140,140,2,6,0,40,20,1,1,0
12402,1,1,0,2.0,4,350,40,3,4,0,350,30,1,1,0
12403,0,0,1,3.0,2,50,90,2,6,0,0,0,2,5,1
12404,1,1,0,2.0,4,460,260,2,6,0,440,70,1,1,0
12405,1,0,0,1.0,4,3810,440,1,3,1,3810,110,1,1,0
12406,0,0,0,2.0,3,1530,60,0,0,3,1500,60,2,8,1
12407,1,0,1,3.0,3,650,80,0,6,0,500,40,1,1,0
12408,1,1,1,3.0,4,2960,2970,2,6,0,700,2970,1,1,0
12409,1,1,0,2.0,4,1530,2610,1,6,0,1530,70,1,1,0
12410,1,1,0,2.0,3,310,310,1,1,4,240,30,2,3,1
12411,1,0,1,2.0,2,1540,180,0,0,0,1250,80,1,1,0
12412,1,0,0,2.0,3,1170,1170,3,3,0,10,40,2,3,1
12413,1,0,1,3.0,3,770,540,2,4,0,770,150,1,1,0
12414,1,0,0,3.0,3,100,100,3,6,0,0,10,2,2,1
12415,1,0,0,3.0,4,430,430,3,6,0,160,170,1,1,0
12416,1,0,1,3.0,4,7640,140,0,4,0,7640,140,1,1,0
12417,0,1,0,2.0,3,310,80,0,0,5,210,80,3,9,1
12418,0,0,1,3.0,2,1070,70,0,0,6,1020,60,2,9,1
12419,1,0,0,2.0,3,860,610,2,2,0,110,170,1,1,0
12420,1,0,1,3.0,3,50,40,0,6,0,50,30,1,1,0
12421,1,1,1,2.0,3,520,520,2,6,0,130,60,1,1,0
12422,0,0,1,2.0,3,2180,90,0,0,3,2140,90,2,11,1
12423,0,0,0,3.0,2,20,20,0,6,0,20,20,1,1,0
12424,1,1,1,3.0,3,390,120,0,6,0,390,60,1,1,0
12425,1,1,0,2.0,2,520,40,0,0,0,430,40,1,1,0
12426,1,0,1,3.0,2,1830,150,0,0,0,1610,90,1,1,0
12427,0,0,1,2.0,3,40,40,3,6,0,20,40,2,3,1
12428,1,0,1,2.0,3,290,40,0,1,0,280,0,3,6,1
12429,1,1,1,2.0,2,1290,60,0,0,0,1230,60,1,1,0
12430,1,1,1,3.0,2,1450,120,0,0,6,1280,120,3,5,1
12431,1,0,0,1.0,3,1660,60,0,1,0,1660,60,1,1,0
12432,0,1,1,3.0,4,3010,600,0,0,2,3010,110,2,3,1
12433,1,0,0,1.0,2,320,40,0,0,6,270,0,3,6,1
12434,1,1,0,2.0,2,360,230,1,6,0,130,230,1,1,0
12435,0,1,0,2.0,4,90,40,1,6,0,90,30,1,1,0
12436,1,0,0,2.0,3,300,60,0,6,0,300,50,1,1,0
12437,0,1,1,2.0,3,20,20,1,6,0,10,0,1,1,0
12438,0,0,1,3.0,4,1540,120,0,0,2,1460,120,2,7,1
12439,1,0,0,2.0,2,270,40,0,0,3,150,40,1,1,0
12440,1,1,0,2.0,3,2400,130,0,0,3,2300,130,1,1,0
12441,1,1,0,3.0,3,1140,60,0,0,0,1140,50,1,1,0
12442,1,1,0,2.0,4,650,650,2,6,0,120,100,1,1,0
12443,1,0,0,2.0,3,12180,520,0,0,0,12180,520,1,1,0
12444,0,0,1,2.0,4,1180,3790,3,6,0,380,420,1,1,0
12445,1,1,0,1.0,4,550,610,1,5,1,550,30,1,1,0
12446,1,0,0,1.0,2,2500,120,0,0,3,2450,110,1,1,0
12447,1,0,0,2.0,3,160,160,2,6,0,160,0,1,1,0
12448,0,0,1,3.0,3,780,150,0,1,1,780,0,2,5,1
12449,1,0,1,2.0,1,500,500,2,6,0,20,0,1,1,0
12450,1,0,1,2.0,2,5860,310,0,0,2,5830,220,1,1,0
12451,0,0,1,2.0,3,4790,410,0,0,5,4130,210,3,9,1
12452,1,1,1,3.0,2,40,140,1,6,0,40,0,1,1,0
12453,1,0,0,2.0,3,2070,90,0,0,0,1960,90,1,1,0
12454,1,0,0,2.0,4,3610,220,0,1,0,3610,100,1,1,0
12455,1,1,1,3.0,2,2570,260,0,2,3,2520,100,1,1,0
12456,0,0,0,2.0,3,80,150,1,6,0,0,0,1,1,0
12457,1,0,0,2.0,4,6870,380,0,0,6,3450,380,2,3,1
12458,1,1,0,2.0,3,300,60,0,0,4,200,60,2,3,1
12459,1,0,0,2.0,3,1970,90,0,0,1,1970,70,1,1,0
12460,1,0,0,2.0,3,500,500,2,6,0,450,280,1,1,0
12461,1,1,1,3.0,4,610,150,0,0,4,320,60,1,1,0
12462,1,1,1,3.0,3,6200,3280,2,5,0,160,2370,1,1,0
12463,1,0,1,3.0,4,7720,520,0,0,3,7720,280,1,1,0
12464,1,0,0,1.0,3,1570,1570,1,2,1,0,0,2,2,1
12465,0,1,0,2.0,4,1290,1290,2,6,0,70,0,1,1,0
12466,1,1,1,3.0,4,15420,590,0,0,3,15420,590,1,1,0
12467,1,1,0,1.0,3,570,50,0,0,5,510,50,1,1,0
12468,1,0,0,1.0,3,4480,2460,2,3,1,0,0,3,4,1
12469,1,0,0,2.0,3,1350,610,0,6,0,1330,470,1,1,0
12470,1,1,0,2.0,4,0,0,0,6,0,0,0,1,1,0
12471,0,0,1,2.0,3,1510,60,0,0,0,1510,50,2,3,1
12472,1,0,1,2.0,3,6990,270,0,0,5,6990,270,1,1,0
12473,1,1,0,2.0,2,1240,2610,3,6,0,10,510,1,1,0
12474,1,0,1,3.0,4,6550,240,0,0,0,6490,220,1,1,0
12475,1,0,1,3.0,3,0,0,0,6,0,0,0,2,2,1
12476,1,0,1,2.0,3,810,790,2,3,0,0,0,2,2,1
12477,1,0,1,2.0,4,3220,110,0,4,0,3220,110,1,1,0
12478,1,0,0,1.0,3,7020,260,0,0,0,7020,260,1,1,0
12479,1,1,0,2.0,2,1460,390,1,3,0,1460,60,1,1,0
12480,1,1,1,4.0,4,2980,220,0,5,0,2790,150,1,1,0
12481,1,0,0,2.0,2,3380,70,0,0,1,3380,60,1,1,0
12482,0,0,0,1.0,4,2800,3210,1,0,0,2640,0,3,7,1
12483,1,1,1,2.0,3,3630,110,0,0,0,3630,110,1,1,0
12484,1,0,0,2.0,3,390,390,1,6,0,210,390,1,1,0
12485,1,1,1,2.0,4,440,440,2,6,0,150,130,1,1,0
12486,1,0,1,3.0,3,0,0,0,6,0,0,0,2,2,1
12487,1,1,0,2.0,3,1170,90,0,2,0,1170,90,1,1,0
12488,1,1,1,2.0,3,1550,120,0,0,2,1550,50,1,1,0
12489,0,1,0,2.0,2,310,300,2,2,2,190,30,2,3,1
12490,1,0,1,3.0,1,1520,60,0,0,3,1500,60,1,1,0
12491,1,0,1,2.0,3,390,390,2,6,0,0,0,2,2,1
12492,1,0,1,2.0,3,2780,2750,2,4,0,2780,1710,1,1,0
12493,0,0,1,2.0,4,1470,280,1,5,0,750,140,1,1,0
12494,0,1,0,3.0,4,0,0,0,6,0,0,0,1,1,0
12495,1,1,1,3.0,2,0,0,0,6,0,0,0,1,1,0
12496,1,0,0,2.0,3,4660,510,0,0,6,4630,180,1,1,0
12497,1,0,0,2.0,4,1350,700,1,1,0,0,700,2,2,1
12498,1,1,1,2.0,1,7780,6260,3,3,0,7780,310,1,1,0
12499,0,0,1,3.0,3,9720,580,0,0,0,8840,400,2,13,1
12500,1,0,0,2.0,3,130,170,2,6,0,40,40,1,1,0
12501,1,0,0,1.0,3,90,130,2,6,0,0,130,1,1,0
12502,0,1,1,2.0,2,890,90,0,6,0,780,60,2,7,1
12503,1,0,0,2.0,3,780,90,0,0,0,560,50,1,1,0
12504,1,1,1,3.0,3,1540,60,0,0,3,1520,60,2,3,1
12505,1,0,1,2.0,4,1470,310,0,2,0,1180,240,1,1,0
12506,1,0,0,2.0,4,100,100,2,6,0,30,60,1,1,0
12507,0,1,1,2.0,3,2420,90,0,0,6,2390,90,1,1,0
12508,1,0,0,2.0,3,1440,60,3,5,0,1440,60,1,1,0
12509,1,0,0,2.0,4,930,80,0,6,0,930,80,1,1,0
12510,1,1,1,3.0,3,3010,330,0,0,0,2520,240,2,5,1
12511,1,0,0,2.0,3,3630,200,0,0,0,3150,200,1,1,0
12512,1,1,0,2.0,4,890,890,3,6,0,360,0,1,1,0
12513,1,0,0,2.0,2,140,140,1,5,0,30,10,2,5,1
12514,1,1,0,3.0,4,7820,370,0,0,6,7800,350,1,1,0
12515,1,1,0,2.0,4,200,200,1,6,0,10,200,1,1,0
12516,1,1,1,2.0,4,30,180,2,6,0,20,10,1,1,0
12517,1,1,0,2.0,4,1840,70,0,0,0,1840,70,1,1,0
12518,1,0,1,3.0,4,90,90,2,6,0,50,50,1,1,0
12519,1,1,1,2.0,4,5930,220,0,0,3,5930,220,2,3,1
12520,1,0,0,2.0,2,370,160,1,2,0,370,150,2,3,1
12521,1,0,1,3.0,4,8290,8550,1,1,0,8290,340,1,1,0
12522,1,0,0,2.0,2,840,150,0,1,2,770,150,1,1,0
12523,1,0,0,2.0,4,310,310,3,6,0,210,310,3,5,1
12524,1,1,1,3.0,4,170,170,3,6,0,170,80,1,1,0
12525,1,0,0,2.0,4,7570,6110,1,1,2,7570,350,1,1,0
12526,1,0,0,2.0,4,5940,260,0,0,3,5810,260,1,1,0
12527,1,0,1,2.0,3,920,50,0,0,0,920,50,1,1,0
12528,0,0,0,1.0,3,1560,90,0,0,6,1560,0,2,6,1
12529,1,1,0,2.0,4,550,550,3,6,0,300,290,1,1,0
12530,0,0,0,1.0,3,300,40,0,0,5,230,40,2,3,1
12531,1,1,1,2.0,4,550,550,1,6,0,290,190,1,1,0
12532,1,0,1,3.0,4,1540,880,3,6,0,1540,630,1,1,0
12533,1,1,1,3.0,4,1930,640,1,6,0,1930,130,1,1,0
12534,1,1,0,2.0,3,9360,370,0,0,3,9360,370,1,1,0
12535,1,1,0,2.0,3,1310,50,0,0,1,1310,40,1,1,0
12536,1,0,1,2.0,4,2690,110,0,0,0,2690,110,1,1,0
12537,1,1,0,2.0,4,290,150,0,6,0,180,0,3,5,1
12538,1,0,1,3.0,4,30,30,1,6,0,0,0,2,2,1
12539,1,1,1,3.0,1,2390,100,0,0,0,2390,80,1,1,0
12540,1,0,1,2.0,3,6820,610,0,0,4,5990,0,2,12,1
12541,1,1,0,2.0,2,1260,50,0,5,0,1260,50,1,1,0
12542,0,0,1,3.0,4,30,40,3,6,0,10,10,1,1,0
12543,0,0,0,3.0,4,4580,150,0,0,6,4140,150,1,1,0
12544,1,0,0,2.0,4,1210,650,2,6,0,1210,650,1,1,0
12545,1,1,1,2.0,3,450,60,0,0,0,450,50,1,1,0
12546,1,0,0,2.0,2,1450,80,0,0,0,1330,60,2,3,1
12547,1,1,1,2.0,2,5500,3050,3,3,1,2240,310,2,3,1
12548,1,0,0,2.0,4,2050,90,0,0,6,1870,90,2,12,1
12549,1,1,1,3.0,3,310,80,1,6,0,180,60,1,1,0
12550,1,1,0,3.0,4,2520,2140,1,1,0,2240,2000,1,1,0
12551,1,0,0,2.0,4,530,1180,4,6,0,10,160,1,1,0
12552,1,0,0,2.0,4,3820,120,0,0,0,3820,120,1,1,0
12553,1,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
12554,0,1,0,1.0,3,1490,1490,3,5,0,500,40,1,1,0
12555,1,1,1,2.0,2,1060,60,0,0,0,950,60,1,1,0
12556,0,0,1,2.0,4,2440,300,0,0,0,2010,300,2,9,1
12557,1,1,0,1.0,3,1100,150,0,2,0,1100,150,1,1,0
12558,0,1,1,2.0,4,0,0,0,6,0,0,0,2,2,1
12559,1,0,0,2.0,4,50,50,1,6,0,30,50,1,1,0
12560,1,1,1,2.0,4,460,140,1,6,0,460,140,1,1,0
12561,1,0,0,2.0,4,1790,80,0,0,0,1790,80,1,1,0
12562,1,0,0,1.0,4,1350,440,0,4,0,950,440,1,1,0
12563,1,1,0,2.0,3,880,260,1,2,3,880,40,1,1,0
12564,1,1,0,2.0,4,30,10,1,6,0,30,0,1,1,0
12565,1,1,1,4.0,2,7400,460,0,0,0,7170,460,2,3,1
12566,1,0,0,3.0,3,310,150,2,6,0,310,70,1,1,0
12567,1,0,1,3.0,4,7600,7600,3,3,0,870,2210,1,1,0
12568,1,0,0,1.0,3,1550,1100,1,2,1,490,1100,1,1,0
12569,1,1,1,3.0,2,1280,120,0,0,4,1150,60,2,17,1
12570,1,0,1,2.0,2,1430,150,0,0,0,1430,60,1,1,0
12571,1,1,0,2.0,4,1550,80,0,0,5,1550,80,1,1,0
12572,0,0,0,1.0,3,900,60,0,0,6,870,50,1,1,0
12573,1,1,1,3.0,3,430,280,1,2,0,170,280,1,1,0
12574,0,1,0,1.0,2,580,90,0,0,3,430,0,3,7,1
12575,1,1,0,2.0,4,15250,3670,0,0,2,15250,930,1,1,0
12576,1,0,1,3.0,2,20,1020,1,6,0,20,20,1,1,0
12577,1,0,0,1.0,4,60,60,3,6,0,0,10,2,2,1
12578,1,1,0,3.0,2,2340,100,0,0,1,2340,100,1,1,0
12579,0,1,1,2.0,4,110,0,0,6,0,110,0,1,1,0
12580,1,0,0,2.0,3,6410,270,0,0,3,6410,270,1,1,0
12581,1,1,0,1.0,3,1160,50,0,0,6,540,50,1,1,0
12582,1,0,1,3.0,3,450,450,3,5,0,280,450,1,1,0
12583,1,0,1,2.0,3,180,710,3,6,0,60,60,1,1,0
12584,1,1,0,2.0,4,1540,150,0,0,5,1360,140,2,9,1
12585,0,1,0,2.0,3,1530,40,0,4,1,1530,40,1,1,0
12586,1,1,1,4.0,4,890,890,1,6,0,350,890,1,1,0
12587,1,1,0,2.0,4,7780,340,0,0,0,7650,340,1,1,0
12588,1,0,1,2.0,2,3350,1640,0,0,4,3350,0,3,6,1
12589,0,0,1,2.0,3,200,170,2,6,0,200,30,1,1,0
12590,1,0,1,3.0,3,1980,1650,1,2,1,1310,160,1,1,0
12591,0,0,0,2.0,4,5300,560,0,0,6,4680,60,3,9,1
12592,1,0,0,2.0,4,710,710,4,6,0,20,160,1,1,0
12593,1,0,0,1.0,3,2080,2080,1,1,2,280,2080,1,1,0
12594,1,1,0,2.0,3,3230,1690,1,1,0,3230,90,1,1,0
12595,1,0,0,2.0,4,850,850,2,6,0,750,850,1,1,0
12596,0,0,0,2.0,3,130,120,2,6,0,40,60,2,11,1
12597,0,1,0,2.0,4,8540,310,0,0,4,8300,310,1,1,0
12598,0,0,0,1.0,3,680,140,0,0,6,560,90,2,16,1
